Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL;city_id
Wessental, Freudenberg (97896),390.000 € 3.095 €/m²,4 Zimmer,126 m²,614 m² Grundstück,https://www.immowelt.de/expose/72ab1516-1765-4bfd-a396-eaa7e7309bf6;4082
Sonderriet, Wertheim (97877),449.000 € 3.563 €/m²,4 Zimmer,126 m²,601 m² Grundstück,https://www.immowelt.de/expose/0b7e6443-19f5-4183-9096-27ad4c732dda;4082
Eichenbühl, Eichenbühl (63928),499.000 € 454 €/m²,37 Zimmer,1.100 m²,795 m² Grundstück,https://www.immowelt.de/expose/83fbc818-8ba3-4335-8e1e-e617df7185e1;4082
Sonderriet, Wertheim (97877),270.000 € 428 €/m²,4 Zimmer,135 m²,631 m² Grundstück,https://www.immowelt.de/expose/e6adb295-3c7b-4653-8360-23003628eb0c;4082
Rauenberg, Freudenberg (97896),250.000 € 422 €/m²,5 Zimmer,160 m²,592 m² Grundstück,https://www.immowelt.de/expose/dc934493-c730-4aba-8fb3-20fa944246fc;4082
Rauenberg, Freudenberg-Rauenberg (97896),179.000 € 1.006 €/m²,7 Zimmer,178 m²,805 m² Grundstück,https://www.immowelt.de/expose/a4e9933e-e390-41ba-b347-cde8ca1db14a;4082
Wessental, Freudenberg (97896),387.000 € 2.706 €/m²,4 Zimmer,143 m²,606 m² Grundstück,https://www.immowelt.de/expose/6f41f2b7-f19c-448f-9389-da711ca949aa;4082
"Heppdiel, Eichenbühl / Heppdiel (63928),568.000 € 1.973 €/m²,11 Zimmer,""287,9 m²"",3.408 m² Grundstück,https://www.immowelt.de/expose/261bc195-0646-41fa-8baf-5dfc5de86900";4082
Eichenbühl, Eichenbühl (63928),499.000 € 454 €/m²,37 Zimmer,1.100 m²,795 m² Grundstück,https://www.immowelt.de/expose/3d9cdc9a-15f6-4c9f-be75-96a68a42297f;4082
Heppdiel, Eichenbühl / Heppdiel (63928),568.000 € 575 €/m²,11 Zimmer,988 m²,3.408 m² Grundstück,https://www.immowelt.de/expose/c531103a-6725-4063-9237-c9f7da1cb267;4082
Rauenberg, Freudenberg (97896),437.000 € 2.698 €/m²,5 Zimmer,162 m²,542 m² Grundstück,https://www.immowelt.de/expose/43ff0cca-62a2-4eb3-92a8-724a4eb1cc6f;4082
Rauenberg, Freudenberg (97896),230.000 € 369 €/m²,5 Zimmer,140 m²,623 m² Grundstück,https://www.immowelt.de/expose/33e6b09f-ddc3-4c1f-8317-7ce4590b9b4e;4082
Rauenberg, Freudenberg (97896),225.000 € 371 €/m²,3 Zimmer,101 m²,606 m² Grundstück,https://www.immowelt.de/expose/a0f92e64-b832-4442-aba7-974207780378;4082
"Steinbach, Külsheim (97900),370.000 € 2.219 €/m²,8 Zimmer,""166,7 m²"",373 m² Grundstück,https://www.immowelt.de/expose/2278d4d5-48df-4e4f-8c91-052d027dbfab";4082
Eichenbühl, Eichenbühl (63928),199.900 € 1.960 €/m²,4 Zimmer,102 m²,Unknown,https://www.immowelt.de/expose/51482fe3-2b3e-4498-bc31-1f1fe3267071;4082
Rauenberg, Freudenberg (97896),432.000 € 2.734 €/m²,5 Zimmer,158 m²,552 m² Grundstück,https://www.immowelt.de/expose/3268cc02-b81d-4840-86f2-e918604b2c0a;4082
Bürgstadt (63927),685.000 € 3.827 €/m²,5 Zimmer,179 m²,721 m² Grundstück,https://www.immowelt.de/expose/0c1ee939-3758-40eb-a0ee-01a965de4425;4082
"Nassig, Wertheim (97877),399.000 € 2.912 €/m²,""6,5 Zimmer"",170 m²,397 m² Grundstück,https://www.immowelt.de/expose/65a0ac20-edbc-4c31-86d4-22ef37e2bd87";4082
Rauenberg, Freudenberg (97896),512.000 € 3.048 €/m²,8 Zimmer,168 m²,909 m² Grundstück,https://www.immowelt.de/expose/78082330-5a04-4e8f-8cba-607590f8f8ac;4082
"Freudenberg, Freudenberg (97896),595.000 € 4.044 €/m²,5 Zimmer,""147,1 m²"",688 m² Grundstück,https://www.immowelt.de/expose/eabed42b-20b3-453f-be28-8e2265bde0e8";4082
